Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2021-04-24,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-04-24,Biscuit Tin,Self Disposal,PWC-Sembwaste,
2021-04-24,Cassette Tape,House Collection,Alba,
2021-04-24,Windows,Self Disposal,,ROBEY CRESCENT
2021-04-24,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-04-25,Paper Plate,Self Disposal,,PEPYS ROAD
2021-04-25,Walkers,Self Disposal,Tidy,
2021-04-25,Wireless Access Points,House Collection,Greensquare,
2021-04-25,Aerosol Can,Self Disposal,Ezi,
2021-04-25,Glass Cosmetic Bottle,House Collection,,PASIR RIS STREET 53
2021-04-25,Biscuits,House Collection,,SHANGHAI ROAD
2021-04-25,Biscuit Tin,Self Disposal,PWC-Sembwaste,
2021-04-25,Pens,House Collection,PWC-Alba-WH,
2021-04-25,Glass Cosmetic Bottle,House Collection,Greensquare,
2021-04-25,Detergent Bottle,House Collection,Greensquare,
2021-04-25,Biscuit Tin,Self Disposal,,YUNG AN ROAD
2021-04-25,Video Tape,House Collection,,LORONG 39 GEYLANG
2021-04-25,Glass Cosmetic Bottle,Self Disposal,,LORONG PISANG BATU
2021-04-25,Gift Wrapping Paper,House Collection,,CANNING WALK
2021-04-25,Aerosol Can,Self Disposal,,SERANGOON AVENUE 3
2021-04-25,Paper Receipt,Self Disposal,,TOH AVENUE
2021-04-25,Printers,House Collection,Greensquare,
2021-04-25,Facial Cleanser Bottle,House Collection,,CLUNY PARK
2021-04-26,Paint Container,Self Disposal,Alba E-waste Smart Recycling,
2021-04-26,Metal Bottle Cap,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-04-26,Glass Cosmetic Bottle,House Collection,,CHOA CHU KANG NORTH 5
2021-04-26,Beds,Self Disposal,PWC-Sembwaste,
2021-04-26,Prams,Self Disposal,,PIONEER SECTOR LANE
2021-04-26,Beer Bottle,House Collection,,TAI SENG DRIVE
2021-04-26,Paper Cup,Self Disposal,Tidy,
2021-04-26,Biscuit Tin,Self Disposal,,JALAN LATEH
2021-04-26,Aerosol Can,House Collection,,BANYAN DRIVE
2021-04-26,Glass Drink Bottle,House Collection,Greensquare,
2021-04-26,Cassette Tape,House Collection,,YUNG HO ROAD
2021-04-26,Plastic Egg Tray,House Collection,,MOUNT SINAI ROAD
2021-04-26,Beer Bottle,Self Disposal,,TAMPINES CENTRAL 1
2021-04-26,Paint Container,Self Disposal,Ezi,
2021-04-26,Glass Medicine Bottle,Self Disposal,,WEST COAST VIEW
2021-04-26,Canned Food Can,Self Disposal,,ANG MO KIO STREET 63
2021-04-26,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2021-04-27,Paint Container,House Collection,Greensquare,
2021-04-27,Bodywash Bottle,House Collection,,FLORENCE CLOSE
2021-04-27,Glass Medicine Bottle,House Collection,PWC-Alba-WH,
2021-04-27,Skirts,Self Disposal,,PENSHURST PLACE
2021-04-27,Toilet Paper Roll,Self Disposal,Alba E-waste Smart Recycling,
2021-04-27,Biscuit Tin,Self Disposal,Passiton.org,
2021-04-27,Switches,Self Disposal,Salvation Army,
2021-04-28,Irons,Self Disposal,PWC-800 Super,
2021-04-28,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-04-28,Namecard,House Collection,Alba,
2021-04-28,Beer Bottle,Self Disposal,,JALAN GALI BATU
2021-04-28,Paint Container,House Collection,PWC-Alba-WH,
2021-04-28,Wireless Access Points,Self Disposal,,PRINCE OF WALES ROAD
2021-04-28,Glass Cosmetic Bottle,Self Disposal,,GREENWOOD TERRACE
2021-04-28,Bedding,Self Disposal,,GOODMAN ROAD
2021-04-28,Sauce Bottle,Self Disposal,,BIDEFORD ROAD
2021-04-28,Glass Cosmetic Bottle,Self Disposal,Ezi,
2021-04-28,Paint Container,Self Disposal,,JURONG WEST AVENUE 1
2021-04-28,Aerosol Can,House Collection,,EATON WALK
2021-04-28,Magazine,Self Disposal,,JALAN HOCK CHYE
2021-04-28,Canned Food/Drinks,Self Disposal,PWC-800 Super,
2021-04-28,Detergent Bottle,House Collection,Alba,
2021-04-29,Greeting Card,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-04-29,Mirror,House Collection,PWC-Alba-WH,
2021-04-29,Canned Food Can,Self Disposal,PWC-800 Super,
2021-04-29,Bodywash Bottle,House Collection,Alba,
2021-04-29,Beer Bottle,Self Disposal,Salvation Army,
2021-04-29,Plastic Cutlery,House Collection,,ATTAP VALLEY ROAD
2021-04-29,Canned Food Can,Self Disposal,,MUSWELL HILL
2021-04-29,Canned Food Can,Self Disposal,,MARINE CRESCENT
2021-04-29,Beer Bottle,House Collection,,LENTOR LOOP
2021-04-29,Electric Mobility Scooters,Self Disposal,Tidy,
2021-04-29,Beer Bottle,House Collection,,TANJONG PAGAR ROAD
2021-04-29,Aerosol Can,Self Disposal,PWC-800 Super,
2021-04-29,Plastic Film Packaging,Self Disposal,Alba E-waste Smart Recycling,
2021-04-30,Medicine Blister Pack,Self Disposal,Tidy,
2021-04-30,Facial Cleanser Bottle,Self Disposal,,RITCHIE ROAD
2021-04-30,Paper Bag,Self Disposal,Alba E-waste Smart Recycling,
2021-04-30,Detergent Bottle,Self Disposal,,COOLING CLOSE
2021-04-30,CD,Self Disposal,,TOSCA TERRACE
2021-04-30,Bodywash Bottle,Self Disposal,PWC-800 Super,
2021-04-30,Video Tape,Self Disposal,,SERANGOON CENTRAL
2021-04-30,Carriers,Self Disposal,,LORONG SEMANGKA
2021-04-30,Glass Cosmetic Bottle,Self Disposal,Tidy,
2021-04-30,Detergent Bottle,Self Disposal,,BIRCH ROAD
2021-04-30,Facial Cleanser Bottle,Self Disposal,Passiton.org,
2021-04-30,Brochure,Self Disposal,PWC-Sembwaste,
2021-04-30,Paper Packaging,Self Disposal,,CHAI CHEE LANE
2021-04-30,Canned Food/Drinks,Self Disposal,PWC-800 Super,
2021-04-30,Bodywash Bottle,Self Disposal,Ezi,
2021-04-30,Glass Cosmetic Bottle,Self Disposal,,ROSEBURN AVENUE
2021-04-30,Canned Food Can,Self Disposal,,KWONG MIN ROAD
2021-04-30,Glass Medicine Bottle,House Collection,Greensquare,
2021-04-30,Paper Towel Roll,House Collection,Greensquare,
2021-05-01,Glass Cosmetic Bottle,Self Disposal,,VANDA AVENUE
2021-05-01,Light Bulbs,House Collection,Alba,
2021-05-01,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-01,Paint Container,Self Disposal,Alba E-waste Smart Recycling,
2021-05-01,Glass Cosmetic Bottle,Self Disposal,,KIM YAM ROAD
2021-05-01,Wine Bottle,Self Disposal,,LORONG 27A GEYLANG
2021-05-01,Mirror,Self Disposal,,KAKI BUKIT AVENUE 3
2021-05-01,Bodywash Bottle,Self Disposal,Salvation Army,
2021-05-01,Bubble Wrap,Self Disposal,PWC-800 Super,
2021-05-01,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-01,Beer Bottle,House Collection,,JALAN MESRA
2021-05-01,Canned Food Can,House Collection,Greensquare,
2021-05-01,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-01,Biscuit Tin,House Collection,,SILOSO ROAD
2021-05-01,Tissue Box,Self Disposal,PWC-800 Super,
2021-05-01,Plastic Takeaway Container,Self Disposal,Tidy,
2021-05-01,Tissue Paper,House Collection,Greensquare,
2021-05-01,Canned Food Can,Self Disposal,,JALAN RIA
2021-05-01,Aerosol Can,House Collection,,SELETAR AEROSPACE LINK
2021-05-01,Bodywash Bottle,Self Disposal,Salvation Army,
2021-05-01,Contact Lens Blister,Self Disposal,PWC-800 Super,
2021-05-01,Sauce Bottle,Self Disposal,,BRADDELL ROAD
2021-05-02,Servers,House Collection,Alba,
2021-05-02,Beer Bottle,House Collection,PWC-Alba-WH,
2021-05-02,Glass Cosmetic Bottle,House Collection,Greensquare,
2021-05-02,Paint Container,House Collection,,KRAMAT ROAD
2021-05-02,Glass Cosmetic Bottle,House Collection,,PENJURU LANE
2021-05-02,Biscuit Tin,Self Disposal,Salvation Army,
2021-05-02,Glass Cosmetic Bottle,House Collection,Alba,
2021-05-02,Aerosol Can,Self Disposal,Tidy,
2021-05-02,Backpacks,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-02,Paint Container,Self Disposal,,KAKI BUKIT ROAD 5
2021-05-02,Crockery,Self Disposal,Ezi,
2021-05-02,Video Tape,Self Disposal,,ENG HOON STREET
2021-05-02,Paint Container,Self Disposal,,JALAN KOLAM AYER
2021-05-02,Calendar,Self Disposal,Tidy,
2021-05-02,Shampoo Bottle,House Collection,,JURONG WEST CENTRAL 2
2021-05-03,Bodywash Bottle,Self Disposal,Ezi,
2021-05-03,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2021-05-03,Canned Food Can,Self Disposal,,JALAN EMAS URAI
2021-05-03,Newspaper,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-03,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-03,Aerosol Can,House Collection,,TOWNSHEND ROAD
2021-05-03,Aerosol Can,Self Disposal,PWC-800 Super,
2021-05-03,Tables,Self Disposal,Alba E-waste Smart Recycling,
2021-05-03,Plant,House Collection,,LOYANG WAY 4
2021-05-04,Facial Cleanser Bottle,Self Disposal,Passiton.org,
2021-05-04,Clothes Dryers,Self Disposal,,DEFU LANE 4
2021-05-04,Slippers,Self Disposal,,JERVOIS ROAD
2021-05-04,Drinking Straw,Self Disposal,,EVERGREEN AVENUE
2021-05-04,Irons,Self Disposal,,CHANGI SOUTH AVENUE 1
2021-05-04,Disposable Wooden Chopstick,House Collection,,REPUBLIC AVENUE
2021-05-04,Canned Food/Drinks,Self Disposal,PWC-Sembwaste,
2021-05-04,Shorts,House Collection,,SUFFOLK ROAD
2021-05-04,Aerosol Can,Self Disposal,PWC-Sembwaste,
2021-05-04,Detergent Bottle,Self Disposal,,TAMPINES AVENUE 12
2021-05-04,Biscuits,House Collection,,CHAI CHEE AVENUE
2021-05-04,Towels,Self Disposal,PWC-800 Super,
2021-05-04,Glass Medicine Bottle,Self Disposal,Tidy,
2021-05-04,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-05,Toy Cars,House Collection,,TAMPINES STREET 72
2021-05-05,Aerosol Can,House Collection,,FUSIONOPOLIS VIEW
2021-05-05,Bodywash Bottle,House Collection,,JALAN JERUJU
2021-05-05,Washing Machines,Self Disposal,PWC-800 Super,
2021-05-05,Beer Bottle,Self Disposal,Passiton.org,
2021-05-05,Canned Food/Drinks,Self Disposal,,LORONG PENDEK
2021-05-05,Aerosol Can,House Collection,,THOMSON GREEN
2021-05-05,Disposable Wooden Chopstick,House Collection,PWC-Alba-WH,
2021-05-05,Washing Machines,Self Disposal,PWC-800 Super,
2021-05-05,Facial Cleanser Bottle,Self Disposal,Tidy,
2021-05-05,Sauce Bottle,Self Disposal,,BISHAN STREET 14
2021-05-05,Windows,Self Disposal,PWC-Sembwaste,
2021-05-05,Beer Bottle,Self Disposal,,SPRINGLEAF CRESCENT
2021-05-06,Glass Plate,Self Disposal,PWC-800 Super,
2021-05-06,Air-Conditioners,House Collection,,JALAN GEMBIRA
2021-05-06,Biscuit Tin,House Collection,PWC-Alba-WH,
2021-05-06,Sports Shoes,Self Disposal,,DEFU SOUTH STREET 1
2021-05-06,Network Hubs,Self Disposal,Alba E-waste Smart Recycling,
2021-05-06,Canned Food Can,Self Disposal,,JALAN MESIN
2021-05-06,Shampoo Bottle,Self Disposal,,JALAN TARI DULANG
2021-05-06,Shampoo Bottle,House Collection,,TAI SENG DRIVE
2021-05-06,Detergent Bottle,House Collection,Alba,
2021-05-06,Biscuit Tin,Self Disposal,Ezi,
2021-05-06,Pants,House Collection,,SPRINGWOOD CRESCENT
2021-05-06,Facial Cleanser Bottle,House Collection,,PEMIMPIN DRIVE
2021-05-06,Facial Cleanser Bottle,House Collection,,SPRINGSIDE CRESCENT
2021-05-07,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-07,Shampoo Bottle,Self Disposal,,TUAS SOUTH LINK 2
2021-05-07,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-07,Biscuits,Self Disposal,,JALAN LABU MERAH
2021-05-07,Beer Bottle,House Collection,,WEST COAST ROAD
2021-05-07,Glass Medicine Bottle,Self Disposal,,KAKI BUKIT AVENUE 3
2021-05-07,Canned Food Can,House Collection,PWC-Alba-WH,
2021-05-07,Clothes Dryers,House Collection,Greensquare,
2021-05-07,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-07,Canned Food Can,Self Disposal,,GENTING ROAD
2021-05-07,Shampoo Bottle,Self Disposal,,SIRAT PLACE
2021-05-07,Pyrex Glass,House Collection,PWC-Alba-WH,
2021-05-07,Glass Cosmetic Bottle,House Collection,,HOW SUN DRIVE
2021-05-07,Plant,Self Disposal,,MOUNT PLEASANT ROAD
2021-05-07,Aerosol Can,House Collection,,WOODLANDS DRIVE 64
2021-05-07,Mobile Telephones,Self Disposal,Ezi,
2021-05-07,Medicine Blister Pack,House Collection,,LORONG 10 GEYLANG
2021-05-07,Detergent Bottle,House Collection,,LORONG HALUS
2021-05-07,Beer Bottle,Self Disposal,PWC-Sembwaste,
2021-05-07,Beer Bottle,House Collection,,NEPAL CIRCUS
2021-05-08,Plastic Food Bottle,House Collection,PWC-Alba-WH,
2021-05-08,Aerosol Can,House Collection,,HACIENDA GROVE
2021-05-08,Bodywash Bottle,Self Disposal,,YISHUN CENTRAL
2021-05-08,Aerosol Can,House Collection,,SOON LEE STREET
2021-05-08,Paint Container,Self Disposal,Ezi,
2021-05-08,Milk Carton,Self Disposal,Salvation Army,
2021-05-08,Markers,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-08,Beer Bottle,Self Disposal,PWC-800 Super,
2021-05-08,Pyrex Glass,House Collection,,BLOXHOME DRIVE
2021-05-08,Markers,Self Disposal,PWC-800 Super,
2021-05-08,Video Tape,Self Disposal,,NORTHSHORE CRESCENT
2021-05-08,Aerosol Can,House Collection,Greensquare,
2021-05-08,Pens,Self Disposal,,JALAN KAYU
2021-05-08,Canned Food Can,House Collection,Greensquare,
2021-05-08,Sandals,Self Disposal,Alba E-waste Smart Recycling,
2021-05-08,Canned Food Can,Self Disposal,,LI HWAN DRIVE
2021-05-08,Clothes Dryers,Self Disposal,,VICTORIA LANE
2021-05-08,Toy Cars,House Collection,,JALAN CHELAGI
2021-05-08,Toilet Paper Roll,Self Disposal,,JALAN ULU SELETAR
2021-05-09,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-09,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-09,Toilet Paper,Self Disposal,PWC-Sembwaste,
2021-05-09,Facial Cleanser Bottle,Self Disposal,,CRESCENT ROAD
2021-05-09,Paint Container,Self Disposal,Alba E-waste Smart Recycling,
2021-05-09,Beer Bottle,Self Disposal,,BALI LANE
2021-05-09,Packet Drink,House Collection,Greensquare,
2021-05-09,Writing Paper,Self Disposal,Tidy,
2021-05-09,Modems,Self Disposal,,PENDING ROAD
2021-05-09,Bodywash Bottle,Self Disposal,Passiton.org,
2021-05-09,Shampoo Bottle,Self Disposal,PWC-800 Super,
2021-05-09,Jam Bottle,Self Disposal,,YUAN CHING ROAD
2021-05-10,Electric Mobility Scooters,Self Disposal,,BISHAN LANE
2021-05-10,Plant,Self Disposal,,TUAS SOUTH VIEW
2021-05-10,Shampoo Bottle,Self Disposal,,JALAN PELATOK
2021-05-10,Shampoo Bottle,Self Disposal,,ROSEWOOD DRIVE
2021-05-10,Beer Bottle,Self Disposal,PWC-800 Super,
2021-05-10,Paper Envelope,House Collection,Greensquare,
2021-05-10,Canned Food/Drinks,Self Disposal,,TUAS AVENUE 7
2021-05-10,Light Bulbs,Self Disposal,,LOCK ROAD
2021-05-10,Detergent Bottle,Self Disposal,,KIM CHENG STREET
2021-05-10,Facial Cleanser Bottle,Self Disposal,,ALJUNIED AVENUE 1
2021-05-10,Glass Medicine Bottle,House Collection,Alba,
2021-05-10,Wine Bottle,House Collection,,CASSIA LINK
2021-05-10,Styrofoam,Self Disposal,PWC-Sembwaste,
2021-05-10,Aerosol Can,Self Disposal,PWC-800 Super,
2021-05-11,Biscuit Tin,Self Disposal,,MARSILING CRESCENT
2021-05-11,Facial Cleanser Bottle,Self Disposal,,WEST COAST CRESCENT
2021-05-11,Canned Food Can,Self Disposal,,JALAN PUTERI JULA JULI
2021-05-11,Canned Food Can,Self Disposal,Passiton.org,
2021-05-11,Bedding,House Collection,,JALAN ADAT
2021-05-11,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2021-05-11,Facial Cleanser Bottle,Self Disposal,,BUKIT BATOK STREET 52
2021-05-11,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-11,Paper Envelope,House Collection,,NEO TIEW HARVEST LANE
2021-05-11,Irons,House Collection,,LUCKY CRESCENT
2021-05-11,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-11,Gift Wrapping Paper,Self Disposal,,TUAS AVENUE 11
2021-05-11,Magazine Wrapper,Self Disposal,Ezi,
2021-05-11,Aerosol Can,Self Disposal,Ezi,
2021-05-11,Condiment Bottle,Self Disposal,Passiton.org,
2021-05-11,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-11,Glass Cosmetic Bottle,Self Disposal,,FOURTH LOK YANG ROAD
2021-05-12,Biscuit Tin,House Collection,Greensquare,
2021-05-12,Wireless Access Points,Self Disposal,,SUNSET TERRACE
2021-05-12,Tissue Box,Self Disposal,PWC-800 Super,
2021-05-12,Bodywash Bottle,House Collection,,TANNERY LANE
2021-05-12,Televisions,Self Disposal,,KAKI BUKIT PLACE
2021-05-12,Shampoo Bottle,Self Disposal,Salvation Army,
2021-05-12,Personal Mobility Devices,House Collection,,TAMPINES AVENUE 3
2021-05-12,Plastic Film Packaging,Self Disposal,PWC-800 Super,
2021-05-12,Slippers,Self Disposal,,SIGLAP VIEW
2021-05-12,Bodywash Bottle,House Collection,Greensquare,
2021-05-12,Pants,House Collection,,JALAN MAS KUNING
2021-05-12,Canned Food/Drinks,Self Disposal,Salvation Army,
2021-05-12,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-05-12,Network Hubs,House Collection,,COWDRAY AVENUE
2021-05-12,Facial Cleanser Bottle,House Collection,,CHU LIN ROAD
2021-05-13,Medicine Blister Pack,Self Disposal,,WESTWOOD CRESCENT
2021-05-13,Beds,House Collection,,TUAS SOUTH STREET 3
2021-05-13,Shampoo Bottle,Self Disposal,,BAIN STREET
2021-05-13,Paint Container,Self Disposal,Alba E-waste Smart Recycling,
2021-05-13,Network Hubs,Self Disposal,Passiton.org,
2021-05-13,Calendar,Self Disposal,PWC-Sembwaste,
2021-05-13,Glass Cosmetic Bottle,House Collection,,VERDE CRESCENT
2021-05-13,Biscuit Tin,Self Disposal,,JALAN LAPANG
2021-05-13,Paint Container,Self Disposal,Ezi,
2021-05-13,Biscuit Tin,House Collection,,CHIN BEE CRESCENT
2021-05-13,Towels,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-14,Pens,Self Disposal,PWC-800 Super,
2021-05-14,Facial Cleanser Bottle,House Collection,,NEW BUGIS STREET
2021-05-14,Video Tape,House Collection,PWC-Alba-WH,
2021-05-14,Red Packet,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-14,Beer Bottle,House Collection,,CANTONMENT CLOSE
2021-05-14,Beer Bottle,House Collection,,EATON PLACE
2021-05-14,Facial Cleanser Bottle,Self Disposal,,LUTHERAN ROAD
2021-05-14,Wine Bottle,Self Disposal,,ADMIRALTY ROAD
2021-05-14,Sandals,Self Disposal,,SENGKANG CENTRAL
2021-05-14,Facial Cleanser Bottle,Self Disposal,,INDUS ROAD
2021-05-14,Detergent Bottle,Self Disposal,,CHIN BEE AVENUE
2021-05-14,Beds,Self Disposal,,ALJUNIED AVENUE 1
2021-05-14,Aerosol Can,Self Disposal,,CHEMPAKA AVENUE
2021-05-15,Toilet Paper,House Collection,PWC-Alba-WH,
2021-05-15,Detergent Bottle,Self Disposal,,FABER AVENUE
2021-05-15,Glass Cosmetic Bottle,Self Disposal,Tidy,
2021-05-15,Paper Plate,House Collection,,HONGKONG STREET
2021-05-15,Newspaper,Self Disposal,,JALAN KECHUBONG
2021-05-15,Disposable Wooden Chopstick,Self Disposal,PWC-Sembwaste,
2021-05-16,Printers,Self Disposal,Passiton.org,
2021-05-16,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2021-05-16,Cutlery,Self Disposal,,LORONG CHUAN
2021-05-16,Glass Medicine Bottle,House Collection,Greensquare,
2021-05-16,Toasters,House Collection,,BARTLEY ROAD EAST
2021-05-16,Video Tape,Self Disposal,,JALAN LIMAU PURUT
2021-05-16,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-05-16,Wine Bottle,Self Disposal,,TAMPINES WALK
2021-05-16,Sports Shoes,Self Disposal,,LORONG 12 GEYLANG
2021-05-16,Shampoo Bottle,Self Disposal,,CYPRUS ROAD
2021-05-16,Beer Bottle,Self Disposal,PWC-800 Super,
2021-05-16,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-05-17,Shampoo Bottle,Self Disposal,,SUNRISE DRIVE
2021-05-17,Canned Food Can,House Collection,Greensquare,
2021-05-17,Glass Medicine Bottle,Self Disposal,Tidy,
2021-05-17,Glass Medicine Bottle,House Collection,,CANBERRA STREET
2021-05-17,CD Case,House Collection,,GALISTAN AVENUE
2021-05-17,Beds,House Collection,,STURDEE ROAD
2021-05-17,Beer Bottle,Self Disposal,,CHANGI COAST WALK
2021-05-17,Car Seats,Self Disposal,Salvation Army,
2021-05-17,Canned Food Can,Self Disposal,Ezi,
2021-05-17,Aerosol Can,Self Disposal,PWC-800 Super,
2021-05-17,Detergent Bottle,House Collection,Greensquare,
2021-05-17,Glass Medicine Bottle,House Collection,,JURONG EAST STREET 12
2021-05-18,Glass Medicine Bottle,House Collection,,BISHAN STREET 11
2021-05-18,Detergent Bottle,Self Disposal,,JALAN RIA
2021-05-18,Towels,House Collection,Alba,
2021-05-18,Rice Cookers,House Collection,,GREENLEAF RISE
2021-05-18,Handbags,House Collection,Greensquare,
2021-05-18,Facial Cleanser Bottle,Self Disposal,,TUAS AVENUE 1
2021-05-18,Computers,Self Disposal,PWC-Sembwaste,
2021-05-18,Detergent Bottle,House Collection,,TUAS VIEW WALK 2
2021-05-18,Aerosol Can,Self Disposal,,BERWICK DRIVE
2021-05-18,Paint Container,House Collection,,FIRST STREET
2021-05-18,Slippers,Self Disposal,,LILAC WALK
2021-05-18,Long Fluorescent Tubes,House Collection,,YUNG KUANG ROAD
2021-05-18,Greeting Card,Self Disposal,,LORONG 21 GEYLANG
2021-05-19,Plastic Food Bottle,Self Disposal,PWC-Sembwaste,
2021-05-19,Canned Food/Drinks,Self Disposal,,SELARANG PARK ROAD
2021-05-19,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-19,Printed Paper,Self Disposal,,KALLANG AVENUE
2021-05-19,Beer Bottle,Self Disposal,PWC-800 Super,
2021-05-19,Sofas,Self Disposal,PWC-800 Super,
2021-05-19,Wireless Access Points,Self Disposal,,TUAS VIEW CLOSE
2021-05-19,Detergent Bottle,Self Disposal,,JALAN LEMBAH THOMSON
2021-05-19,Markers,House Collection,,PASIR RIS STREET 52
2021-05-19,Canned Food Can,House Collection,,TAMPINES AVENUE 2
2021-05-19,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-05-19,Crockery,House Collection,,JURONG WEST STREET 91
2021-05-19,Plastic Food Bottle,House Collection,PWC-Alba-WH,
2021-05-19,Toasters,Self Disposal,Passiton.org,
2021-05-19,CD Case,Self Disposal,PWC-Sembwaste,
2021-05-19,Flyer,Self Disposal,Alba E-waste Smart Recycling,
2021-05-20,Printers,Self Disposal,PWC-Sembwaste,
