s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
1798,0.717321439,0.052051802,21/07/2022,Aerosol Can,Self Disposal,Passiton.org,NA
1799,0.137444289,0.635051636,28/03/2022,Facial Cleanser Bottle,House Collection,NA,LEYDEN HILL
1800,0.96881706,0.472973899,04/11/2021,Bedsheets,Self Disposal,PWC-800 Super,NA
1801,0.802353423,0.044918298,25/01/2021,Paper Envelope,House Collection,Greensquare,NA
1802,0.801188053,0.926805089,06/07/2022,Glass Cup,House Collection,NA,TENGAH GARDEN WALK
1803,0.129297218,0.723127375,27/09/2022,Detergent Bottle,Self Disposal,NA,NALLUR ROAD
1804,0.607579512,0.636796403,05/11/2021,Bedding,House Collection,NA,JALAN ADAT
1805,0.139037737,0.121507891,13/12/2021,Facial Cleanser Bottle,Self Disposal,Salvation Army,NA
1806,0.616298094,0.137055312,14/11/2022,Pyrex Glass,Self Disposal,Ezi,NA
1807,0.854895169,0.451796808,16/06/2021,Styrofoam,Self Disposal,PWC-Sembwaste,NA
1808,0.330290672,0.132286816,07/05/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
1809,0.494534536,0.81552944,09/10/2021,Canned Food Can,House Collection,NA,CHUAN CLOSE
1810,0.794006486,0.485811073,01/04/2022,Instant Noodle Bag,Self Disposal,PWC-800 Super,NA
1811,0.67526182,0.614377418,27/08/2021,Paper Cup,House Collection,NA,HOLLAND VILLAGE WAY
1812,0.045986014,0.924097468,22/01/2021,Bodywash Bottle,Self Disposal,NA,KEAT HONG LINK
1813,0.397080235,0.486011252,19/02/2021,Beer Bottle,Self Disposal,PWC-800 Super,NA
1814,0.288852385,0.181996512,27/04/2022,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1815,0.352981231,0.750090883,22/04/2021,Shampoo Bottle,House Collection,NA,JALAN CHEMPAKA KUNING
1816,0.763858905,0.187093688,17/09/2021,Red Packet,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1817,0.613397633,0.085102758,31/05/2022,Long Fluorescent Tubes,Self Disposal,Passiton.org,NA
1818,0.23309876,0.229720522,02/10/2021,Glass Medicine Bottle,Self Disposal,Tidy,NA
1819,0.313702191,0.963714206,08/05/2021,Paint Container,Self Disposal,NA,YISHUN STREET 61
1820,0.323101423,0.390905662,28/09/2021,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
1821,0.914230583,0.409937059,09/07/2022,Plastic Cutlery,Self Disposal,PWC-Sembwaste,NA
1822,0.53658155,0.727483081,26/06/2021,Potato Chip Bag,Self Disposal,NA,FRANKEL CLOSE
1823,0.098197577,0.743540637,10/01/2022,Detergent Bottle,House Collection,NA,KOH SEK LIM ROAD
1824,0.178165999,0.928757448,25/09/2021,Facial Cleanser Bottle,House Collection,NA,MURAI FARMWAY
1825,0.259716417,0.142650922,02/03/2022,Glass Medicine Bottle,Self Disposal,Ezi,NA
1826,0.45248535,0.64706977,08/05/2021,Biscuit Tin,House Collection,NA,TOA PAYOH INDUSTRIAL PARK
1827,0.373817099,0.765387133,06/02/2022,Beer Bottle,House Collection,NA,PASIR RIS STREET 72
1828,0.224358436,0.82103728,07/10/2021,Glass Cosmetic Bottle,Self Disposal,NA,JALAN CHULEK
1829,0.086074728,0.393613558,06/09/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
1830,0.579455228,0.250490585,16/02/2022,Canned Food Can,Self Disposal,Tidy,NA
1831,0.540346181,0.075245551,15/07/2022,Juice Carton,Self Disposal,Passiton.org,NA
1832,0.798960637,0.938509173,18/08/2022,Metal Drink Can,House Collection,NA,WOODLANDS DRIVE 73
1833,0.214992132,0.335599254,01/06/2021,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
1834,0.758273708,0.823244087,01/09/2021,Biscuit Tin,House Collection,NA,CHUAN TERRACE
1835,0.136041307,0.711609511,23/11/2021,Detergent Bottle,House Collection,NA,PEACH GARDEN
1836,0.982709736,0.659054682,29/05/2022,Telephone Directory,Self Disposal,NA,KALLANG WAY 5
1837,0.962635715,0.865149135,28/05/2021,Red Packet,Self Disposal,NA,VENTURE DRIVE
1838,0.037949283,0.966182467,16/03/2022,Aerosol Can,House Collection,NA,LORONG CHENCHARU
1839,0.152836482,0.938233879,23/05/2021,Facial Cleanser Bottle,Self Disposal,NA,WOODLANDS DRIVE 71
1840,0.709647436,0.084737013,22/03/2022,Instant Noodles,Self Disposal,Passiton.org,NA
1841,0.32487711,0.566334426,15/06/2022,Shampoo Bottle,Self Disposal,NA,CRAWFORD LANE
1842,0.064333133,0.670350538,29/07/2022,Bodywash Bottle,House Collection,NA,HARVEY ROAD
1843,0.543606018,0.633717551,11/08/2022,Namecard,Self Disposal,NA,ROSS AVENUE
1844,0.55642818,0.800453621,27/03/2021,Potato Chip Bag,House Collection,NA,YIO CHU KANG ROAD
1845,0.073918554,0.529520442,23/11/2021,Bodywash Bottle,House Collection,NA,SPRINGWOOD CRESCENT
1846,0.098217386,0.295713688,11/08/2021,Detergent Bottle,House Collection,Alba,NA
1847,0.426424712,0.278273502,31/10/2022,Biscuit Tin,House Collection,Alba,NA
1848,0.995091314,0.215835877,20/05/2021,Disposable Wooden Chopstick,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1849,0.482736902,0.247705199,25/08/2022,Canned Food Can,Self Disposal,Tidy,NA
1850,0.993541239,0.371820511,09/10/2022,Paper Plate,House Collection,PWC-Alba-WH,NA
1851,0.945948797,0.400946801,03/10/2022,High Chairs,House Collection,PWC-Alba-WH,NA
1852,0.501610649,0.168150567,21/06/2022,Wine Bottle,Self Disposal,Ezi,NA
1853,0.863733478,0.32448129,18/06/2021,Writing Paper,Self Disposal,Alba E-waste Smart Recycling,NA
1854,0.230796189,0.368997726,05/01/2022,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
1855,0.325933024,0.843619802,27/02/2021,Shampoo Bottle,House Collection,NA,JALAN KHAMIS
1856,0.191597117,0.582325098,26/08/2021,Glass Cosmetic Bottle,House Collection,NA,KRAMAT ROAD
1857,0.280171515,0.54386284,28/05/2022,Paint Container,House Collection,NA,COLLEGE AVENUE EAST
1858,0.495071789,0.919099467,05/03/2021,Canned Food Can,Self Disposal,NA,JALAN EMAS URAI
1859,0.098667448,0.6263461,08/06/2022,Detergent Bottle,Self Disposal,NA,WATTEN CLOSE
1860,0.937215229,0.132038216,12/11/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
1861,0.924886241,0.584059402,22/11/2021,Pencils,House Collection,NA,CUPPAGE ROAD
1862,0.080732299,0.42044712,31/07/2021,Bodywash Bottle,Self Disposal,PWC-Sembwaste,NA
1863,0.308495702,0.69088984,20/11/2021,Paint Container,House Collection,NA,KAKI BUKIT ROAD 1
1864,0.834622187,0.764184567,08/11/2022,Paper Towel,Self Disposal,NA,PASIR RIS DRIVE 6
1865,0.687238917,0.511694699,23/03/2021,Car Seats,House Collection,NA,PECK SEAH STREET
1866,0.517831949,0.411208141,15/05/2021,Disposable Wooden Chopstick,Self Disposal,PWC-Sembwaste,NA
1867,0.249856302,0.751973791,19/09/2022,Glass Medicine Bottle,House Collection,NA,TELOK PAKU ROAD
1868,0.987440118,0.190448407,30/07/2022,Shorts,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1869,0.075305789,0.659123001,22/12/2021,Bodywash Bottle,Self Disposal,NA,KALLANG WAY 5
1870,0.572121427,0.774973833,25/05/2021,Mobile Telephones,Self Disposal,NA,TAMPINES AVENUE 8
1871,0.560418234,0.774490447,10/10/2021,Metal Drink Can,House Collection,NA,TAMPINES STREET 83
1872,0.048212296,0.873192366,15/06/2022,Bodywash Bottle,Self Disposal,NA,CHIN BEE AVENUE
1873,0.796210514,0.877756116,30/06/2022,Disposable Wooden Chopstick,Self Disposal,NA,PIONEER PLACE
1874,0.529389734,0.103393563,17/07/2021,Reusable Bags,Self Disposal,Salvation Army,NA
1875,0.861543625,0.499901482,01/09/2022,Metal Bottle Cap,Self Disposal,PWC-800 Super,NA
1876,0.46515747,0.040310186,15/07/2021,Canned Food Can,House Collection,Greensquare,NA
1877,0.736410274,0.507645451,30/05/2021,Diaper,Self Disposal,NA,SOUTH BRIDGE ROAD
1878,0.042028082,0.442778972,26/06/2021,Aerosol Can,Self Disposal,PWC-Sembwaste,NA
1879,0.478458744,0.074498493,15/11/2021,Canned Food Can,Self Disposal,Passiton.org,NA
1880,0.803119551,0.965582522,09/09/2021,Plastic Clothes Hanger,House Collection,NA,YISHUN INDUSTRIAL STREET 1
1881,0.891664307,0.496436746,13/08/2022,Light Bulbs,Self Disposal,PWC-800 Super,NA
1882,0.948988235,0.419629375,28/09/2022,Bedsheets,Self Disposal,PWC-Sembwaste,NA
1883,0.612285852,0.467434742,30/05/2021,Printers,Self Disposal,PWC-800 Super,NA
1884,0.652585546,0.011579382,26/07/2021,Switches,House Collection,Greensquare,NA
1885,0.031537738,0.333812505,06/11/2022,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,NA
1886,0.011358747,0.9015054,23/01/2021,Aerosol Can,House Collection,NA,JURONG WEST STREET 42
1887,0.133778309,0.924292154,23/04/2021,Detergent Bottle,Self Disposal,NA,CHOA CHU KANG GROVE
1888,0.11085097,0.646382671,09/01/2022,Detergent Bottle,House Collection,NA,TOA PAYOH CENTRAL
1889,0.560778454,0.338606961,22/03/2022,Plastic Drink Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
1890,0.100028635,0.722390606,07/05/2022,Detergent Bottle,Self Disposal,NA,ROSEBURN AVENUE
1891,0.449485133,0.387609343,10/05/2022,Biscuit Tin,House Collection,PWC-Alba-WH,NA
1892,0.647229591,0.015962919,09/04/2022,Toy Cars,House Collection,Greensquare,NA
1893,0.641341523,0.414758879,03/09/2022,Calendar,Self Disposal,PWC-Sembwaste,NA
1894,0.992429143,0.471062386,13/11/2021,Cassette Tape,Self Disposal,PWC-800 Super,NA
1895,0.020910626,0.044622145,10/05/2021,Aerosol Can,House Collection,Greensquare,NA
1896,0.353014117,0.448629735,19/08/2021,Shampoo Bottle,Self Disposal,PWC-Sembwaste,NA
1897,0.760307903,0.317495615,11/11/2022,Brochure,House Collection,Alba,NA
1898,0.943881369,0.584070575,02/07/2021,Ovens,House Collection,NA,CUPPAGE ROAD
1899,0.807851905,0.967024055,25/12/2021,Sunglasses,Self Disposal,NA,JALAN SALANG
1900,0.698966064,0.650750253,08/11/2021,Food Jar,Self Disposal,NA,PEGU ROAD
1901,0.701228776,0.28247658,22/09/2021,CD Case,House Collection,Alba,NA
1902,0.780247001,0.603524826,03/08/2021,Brochure,Self Disposal,NA,GALLOP ROAD
1903,0.805790531,0.475994487,24/03/2021,Pens,Self Disposal,PWC-800 Super,NA
1904,0.045552674,0.948402133,01/11/2021,Bodywash Bottle,House Collection,NA,CANBERRA ROAD
1905,0.619661702,0.167419815,04/12/2021,Glass Drink Bottle,Self Disposal,Ezi,NA
1906,0.73265755,0.288331736,24/10/2021,Long Fluorescent Tubes,House Collection,Alba,NA
1907,0.793173318,0.822132402,13/12/2021,Refrigerators,Self Disposal,NA,COURT ROAD
1908,0.481928586,0.386045867,12/03/2021,Canned Food Can,House Collection,PWC-Alba-WH,NA
1909,0.635016794,0.866951102,03/11/2022,Instant Noodle Bag,House Collection,NA,JURONG EAST STREET 12
1910,0.543942753,0.428438626,16/06/2021,Paper Envelope,Self Disposal,PWC-Sembwaste,NA
1911,0.227055142,0.94587711,07/09/2022,Glass Cosmetic Bottle,Self Disposal,NA,RIVERSIDE ROAD
1912,0.336858343,0.821255544,07/11/2021,Shampoo Bottle,House Collection,NA,HUDDINGTON AVENUE
1913,0.282214143,0.643824748,26/05/2021,Paint Container,House Collection,NA,ESSEX ROAD
1914,0.620190853,0.504854355,16/08/2021,Milk Carton,Self Disposal,NA,FINLAYSON GREEN
1915,0.224189419,0.998069852,08/10/2021,Glass Cosmetic Bottle,Self Disposal,NA,SUMANG LANE
1916,0.732739252,0.944759221,12/02/2021,Long Fluorescent Tubes,House Collection,NA,ASHWOOD GROVE
1917,0.500776816,0.032516829,08/03/2021,Milk Carton,House Collection,Greensquare,NA
1918,0.523818722,0.594046727,01/09/2022,Newspaper,Self Disposal,NA,ROCHALIE DRIVE
1919,0.869199241,0.846135693,18/09/2022,Sofas,Self Disposal,NA,FULTON ROAD
1920,0.032890895,0.581001927,17/07/2022,Aerosol Can,Self Disposal,NA,NUTMEG ROAD
1921,0.644489329,0.517219322,31/03/2021,Red Packet,Self Disposal,NA,PEARL ISLAND
1922,0.81304184,0.438270498,12/11/2021,Refrigerators,Self Disposal,PWC-Sembwaste,NA
1923,0.060125236,0.409831383,05/02/2022,Bodywash Bottle,Self Disposal,PWC-Sembwaste,NA
1924,0.539151219,0.663366691,30/03/2021,Paint Container,Self Disposal,NA,MUSWELL HILL
1925,0.814747471,0.636479993,25/06/2021,Plastic Cutlery,House Collection,NA,JALAN BAHASA
1926,0.764040129,0.88695258,07/06/2021,Telephone Directory,Self Disposal,NA,TUAS SOUTH LINK 2
1927,0.395153855,0.758439151,27/11/2021,Beer Bottle,House Collection,NA,TOH HEIGHTS
1928,0.696926616,0.053631464,19/09/2021,Plant,Self Disposal,Passiton.org,NA
1929,0.711922807,0.011722607,08/04/2022,Servers,House Collection,Greensquare,NA
1930,0.657979961,0.550460446,15/12/2021,Detergent Bottle,Self Disposal,NA,DUNDEE ROAD
1931,0.69671981,0.220040585,16/08/2022,Diaper,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1932,0.209551424,0.628653281,15/07/2022,Glass Cosmetic Bottle,Self Disposal,NA,JALAN SENANDONG
1933,0.439919097,0.813118832,24/10/2022,Biscuit Tin,Self Disposal,NA,BRIGHTON CRESCENT
1934,0.573343466,0.701671691,09/10/2022,Printer Ink Cartridge,House Collection,NA,LORONG H TELOK KURAU
1935,0.27632844,0.715422584,16/07/2021,Paint Container,House Collection,NA,AVON ROAD
1936,0.027990879,0.406440538,08/04/2021,Aerosol Can,House Collection,PWC-Alba-WH,NA
1937,0.473265971,0.273882007,20/06/2021,Canned Food Can,House Collection,Alba,NA
1938,0.907979963,0.749355921,23/08/2021,Skirts,Self Disposal,NA,JALAN PARI BURONG
1939,0.778907825,0.38820933,23/05/2021,Juice Carton,House Collection,PWC-Alba-WH,NA
1940,0.974202125,0.37954051,13/12/2021,Styrofoam,House Collection,PWC-Alba-WH,NA
1941,0.999184001,0.542049648,13/09/2021,Calendar,Self Disposal,NA,DOVER CLOSE EAST
1942,0.041496527,0.401383792,01/01/2022,Aerosol Can,House Collection,PWC-Alba-WH,NA
1943,0.270436115,0.359605061,05/07/2021,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
1944,0.342927232,0.107075761,15/10/2021,Shampoo Bottle,Self Disposal,Salvation Army,NA
1945,0.028697338,0.875793922,01/04/2021,Aerosol Can,House Collection,NA,PIONEER TURN
1946,0.911488347,0.842592948,27/08/2021,Light Bulbs,House Collection,NA,JALAN MINGGU
1947,0.823637048,0.470605886,16/09/2021,Shredded Paper,Self Disposal,PWC-800 Super,NA
1948,0.872313351,0.443423054,16/04/2022,Electric Mobility Scooters,Self Disposal,PWC-Sembwaste,NA
1949,0.837695634,0.536916222,05/07/2021,Beer Bottle,House Collection,NA,WEST COAST ROAD
1950,0.097205764,0.43577935,16/11/2021,Detergent Bottle,Self Disposal,PWC-Sembwaste,NA
1951,0.771796093,0.586584761,23/07/2021,Switches,Self Disposal,NA,TANK ROAD
1952,0.362776345,0.959364388,28/07/2021,Shampoo Bottle,House Collection,NA,FALKLAND ROAD
1953,0.270564264,0.910790137,01/01/2021,Glass Medicine Bottle,Self Disposal,NA,BUKIT BATOK CRESCENT
1954,0.111594379,0.213129574,05/08/2022,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1955,0.458679845,0.986926388,17/08/2021,Canned Food Can,House Collection,NA,SUNRISE AVENUE
1956,0.699171545,0.280425381,08/10/2022,Glass Drink Bottle,House Collection,Alba,NA
1957,0.55954517,0.933897224,03/11/2022,Canned Food Can,House Collection,NA,SUNGEI KADUT STREET 4
1958,0.082885034,0.942834318,29/08/2022,Bodywash Bottle,House Collection,NA,WOODLANDS LOOP
1959,0.657348207,0.222307431,16/07/2022,Sanitary Pad,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1960,0.230860889,0.702262275,17/06/2021,Glass Medicine Bottle,House Collection,NA,LORONG 108 CHANGI
1961,0.264196355,0.597137828,13/06/2022,Glass Medicine Bottle,Self Disposal,NA,HOLLAND HEIGHTS
1962,0.191003576,0.241358314,20/06/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
1963,0.147244773,0.759294566,25/08/2022,Facial Cleanser Bottle,House Collection,NA,SEALAND ROAD
1964,0.03641654,0.860914935,17/08/2022,Aerosol Can,Self Disposal,NA,JALAN KAKATUA
1965,0.101252683,0.696255532,02/09/2022,Detergent Bottle,Self Disposal,NA,JALAN LAPANG
1966,0.05268831,0.406521224,02/12/2021,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
1967,0.845964593,0.148260292,03/08/2022,Soft Toys,Self Disposal,Ezi,NA
1968,0.237964563,0.210200857,03/09/2022,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1969,0.4665338,0.249052753,11/07/2022,Canned Food Can,Self Disposal,Tidy,NA
1970,0.668714472,0.415400547,23/11/2022,Sunglasses,Self Disposal,PWC-Sembwaste,NA
1971,0.633492677,0.795895913,05/04/2021,Clothes Dryers,Self Disposal,NA,DEFU LANE 4
1972,0.645609396,0.79214392,12/11/2021,Irons,House Collection,NA,JALAN MAHIR
1973,0.301339539,0.510541931,11/03/2022,Paint Container,House Collection,NA,BOON TAT STREET
1974,0.637874638,0.924152743,21/11/2021,Aerosol Can,Self Disposal,NA,KEAT HONG LINK
1975,0.766491435,0.849316364,04/07/2021,Toy Cars,Self Disposal,NA,HINDHEDE PLACE
1976,0.39712953,0.495408869,26/06/2022,Beer Bottle,Self Disposal,PWC-800 Super,NA
1977,0.917688265,0.902983587,08/02/2021,Food Jar,Self Disposal,NA,JURONG WEST STREET 71
1978,0.668552492,0.825534432,29/08/2021,Reusable Bags,Self Disposal,NA,ANG MO KIO AVENUE 4
1979,0.047683652,0.65122847,25/03/2022,Bodywash Bottle,Self Disposal,NA,MARTABAN ROAD
1980,0.896296842,0.785283673,27/05/2021,Aerosol Can,House Collection,NA,LORONG GAMBIR
1981,0.964101017,0.963339203,27/07/2022,Toasters,Self Disposal,NA,YISHUN STREET 51
1982,0.30699192,0.563656653,11/02/2021,Paint Container,Self Disposal,NA,VICTORIA STREET
1983,0.961736991,0.539063878,09/06/2022,Paper Receipt,Self Disposal,NA,WEST COAST PARK
1984,0.75407635,0.474281906,03/11/2022,Drinking Straw,Self Disposal,PWC-800 Super,NA
1985,0.709477661,0.469748417,09/08/2021,Canned Food/Drinks,Self Disposal,PWC-800 Super,NA
1986,0.568516276,0.898210353,09/04/2021,Toys,House Collection,NA,TUAS AVENUE 13
1987,0.557993209,0.776491487,16/03/2022,Coffee Capsules,House Collection,NA,TAMPINES NORTH DRIVE 4
1988,0.443320405,0.896513043,07/05/2021,Biscuit Tin,Self Disposal,NA,TUAS LINK 2
1989,0.120872071,0.125137594,11/10/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
1990,0.742261084,0.794241715,21/09/2022,Metal Bottle Cap,Self Disposal,NA,HOW SUN AVENUE
1991,0.189180465,0.584379838,15/06/2022,Glass Cosmetic Bottle,House Collection,NA,CLAYMORE ROAD
1992,0.540468749,0.368070171,22/03/2022,Metal Drink Can,House Collection,PWC-Alba-WH,NA
1993,0.003210511,0.777034544,11/04/2021,Aerosol Can,House Collection,NA,TAMPINES STREET 73
1994,0.75989526,0.847855302,05/05/2021,Sauce Bottle,Self Disposal,NA,BISHAN STREET 14
1995,0.578453485,0.190621446,18/06/2021,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
1996,0.716048853,0.345375006,24/02/2022,Toilet Paper,Self Disposal,Alba E-waste Smart Recycling,NA
1997,0.065084323,0.059896854,06/02/2022,Bodywash Bottle,Self Disposal,Passiton.org,NA
1998,0.527931271,0.663712265,16/10/2022,Toy Cars,House Collection,NA,MATLOCK RISE
1999,0.36299648,0.23641367,02/05/2022,Shampoo Bottle,Self Disposal,Tidy,NA
2000,0.174908597,0.919304114,08/02/2022,Facial Cleanser Bottle,House Collection,NA,JALAN ASAS
2001,0.441315676,0.38503615,26/11/2021,Biscuit Tin,House Collection,PWC-Alba-WH,NA
2002,0.875979355,0.12675245,26/09/2021,Sanitary Pad,Self Disposal,Salvation Army,NA
2003,0.598670712,0.917352388,11/01/2021,Glass Medicine Bottle,House Collection,NA,DAIRY FARM LANE
2004,0.661176663,0.453685057,13/05/2021,Calendar,Self Disposal,PWC-Sembwaste,NA
2005,0.995553596,0.089423279,13/03/2022,Contact Lens Blister,Self Disposal,Passiton.org,NA
2006,0.899315549,0.681686244,25/02/2022,Book,Self Disposal,NA,LORONG 34 GEYLANG
2007,0.302083644,0.512743298,18/10/2022,Paint Container,House Collection,NA,TANJONG PAGAR PLAZA
2008,0.377216056,0.160727426,16/08/2022,Beer Bottle,Self Disposal,Ezi,NA
2009,0.716422457,0.129115927,08/08/2021,Windows,Self Disposal,Salvation Army,NA
2010,0.561037361,0.25434615,05/01/2021,Plastic Takeaway Container,Self Disposal,Tidy,NA
2011,0.679281992,0.038983619,26/04/2021,Glass Drink Bottle,House Collection,Greensquare,NA
2012,0.827310792,0.076242566,23/09/2021,Belts,Self Disposal,Passiton.org,NA
2013,0.050996399,0.728045879,10/12/2021,Bodywash Bottle,Self Disposal,NA,ETTRICK TERRACE
2014,0.037584728,0.128081492,22/01/2022,Aerosol Can,Self Disposal,Salvation Army,NA
2015,0.286540208,0.850623234,07/07/2021,Paint Container,House Collection,NA,JALAN WAJEK
2016,0.556637171,0.817107203,22/09/2022,Pyrex Glass,Self Disposal,NA,TAI HWAN CRESCENT
2017,0.264076052,0.903860476,30/08/2022,Glass Medicine Bottle,House Collection,NA,JURONG WEST STREET 91
2018,0.590544012,0.803499364,16/12/2021,Beds,Self Disposal,NA,LIMBOK TERRACE
2019,0.418386746,0.541411288,13/09/2022,Biscuit Tin,Self Disposal,NA,FABER CRESCENT
2020,0.391160473,0.596872081,26/07/2021,Beer Bottle,Self Disposal,NA,HOOT KIAM ROAD
2021,0.23162011,0.332790726,23/10/2022,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
2022,0.427578667,0.902617587,07/09/2022,Biscuit Tin,Self Disposal,NA,JURONG WEST STREET 64
2023,0.627603037,0.612524438,29/09/2021,Car Seats,House Collection,NA,DUCHESS PLACE
2024,0.594015386,0.362903451,13/11/2021,Personal Mobility Devices,Self Disposal,Alba E-waste Smart Recycling,NA
2025,0.917813916,0.709384696,18/06/2022,Glass Drink Bottle,Self Disposal,NA,TANJONG RHU ROAD
2026,0.016710745,0.781598749,03/09/2021,Aerosol Can,House Collection,NA,HOUGANG CENTRAL
2027,0.870881395,0.917959499,17/12/2021,Routers,House Collection,NA,ALMOND AVENUE
2028,0.704203443,0.073011407,17/10/2021,Red Packet,Self Disposal,Passiton.org,NA
2029,0.774868951,0.089531584,17/08/2022,Paper Towel,Self Disposal,Passiton.org,NA
2030,0.690762875,0.804387888,07/10/2022,Cutlery,House Collection,NA,SIRAT ROAD
2031,0.894348979,0.803097753,16/03/2022,Plastic Cutlery,Self Disposal,NA,BUANGKOK DRIVE
2032,0.56794274,0.041681462,25/06/2021,Car Seats,House Collection,Greensquare,NA
2033,0.912630293,0.221590247,06/01/2022,Washing Machines,Self Disposal,Gee Hoe Seng Pte Ltd,NA
2034,0.707136541,0.501459043,24/02/2022,Car Seats,House Collection,NA,MARINA MALL
2035,0.374908384,0.203356643,06/06/2021,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
2036,0.804310813,0.539667151,21/02/2021,Paper Packaging,House Collection,NA,PANDAN CRESCENT
2037,0.662855276,0.702850731,15/09/2022,Namecard,House Collection,NA,LORONG 102 CHANGI
